"ITTER107","Territorio","TIPO_DATO15","Tipo di indicatore demografico","SEXISTAT1","Sesso","ETA1","Età","STATCIV2","Stato civile","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y33","33 anni","15","unito/a civilmente ","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y33","33 anni","16","già in unione civile (per decesso del partner) ","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y33","33 anni","17","già in unione civile (per scioglimento unione)","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y34","34 anni","15","unito/a civilmente ","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y34","34 anni","16","già in unione civile (per decesso del partner) ","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y34","34 anni","17","già in unione civile (per scioglimento unione)","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y35","35 anni","15","unito/a civilmente ","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y35","35 anni","16","già in unione civile (per decesso del partner) ","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y35","35 anni","17","già in unione civile (per scioglimento unione)","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y36","36 anni","15","unito/a civilmente ","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y36","36 anni","16","già in unione civile (per decesso del partner) ","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y36","36 anni","17","già in unione civile (per scioglimento unione)","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y37","37 anni","15","unito/a civilmente ","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y37","37 anni","16","già in unione civile (per decesso del partner) ","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y37","37 anni","17","già in unione civile (per scioglimento unione)","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y38","38 anni","15","unito/a civilmente ","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y38","38 anni","16","già in unione civile (per decesso del partner) ","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y38","38 anni","17","già in unione civile (per scioglimento unione)","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y39","39 anni","15","unito/a civilmente ","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y39","39 anni","16","già in unione civile (per decesso del partner) ","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y39","39 anni","17","già in unione civile (per scioglimento unione)","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y40","40 anni","15","unito/a civilmente ","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y40","40 anni","16","già in unione civile (per decesso del partner) ","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y40","40 anni","17","già in unione civile (per scioglimento unione)","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y41","41 anni","15","unito/a civilmente ","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y41","41 anni","16","già in unione civile (per decesso del partner) ","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y41","41 anni","17","già in unione civile (per scioglimento unione)","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y42","42 anni","15","unito/a civilmente ","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y42","42 anni","16","già in unione civile (per decesso del partner) ","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y42","42 anni","17","già in unione civile (per scioglimento unione)","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y43","43 anni","15","unito/a civilmente ","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y43","43 anni","16","già in unione civile (per decesso del partner) ","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y43","43 anni","17","già in unione civile (per scioglimento unione)","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y44","44 anni","15","unito/a civilmente ","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y44","44 anni","16","già in unione civile (per decesso del partner) ","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y44","44 anni","17","già in unione civile (per scioglimento unione)","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y45","45 anni","15","unito/a civilmente ","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y45","45 anni","16","già in unione civile (per decesso del partner) ","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y45","45 anni","17","già in unione civile (per scioglimento unione)","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y46","46 anni","15","unito/a civilmente ","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y46","46 anni","16","già in unione civile (per decesso del partner) ","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y46","46 anni","17","già in unione civile (per scioglimento unione)","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y47","47 anni","15","unito/a civilmente ","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y47","47 anni","16","già in unione civile (per decesso del partner) ","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y47","47 anni","17","già in unione civile (per scioglimento unione)","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y48","48 anni","15","unito/a civilmente ","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y48","48 anni","16","già in unione civile (per decesso del partner) ","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y48","48 anni","17","già in unione civile (per scioglimento unione)","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y49","49 anni","15","unito/a civilmente ","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y49","49 anni","16","già in unione civile (per decesso del partner) ","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y49","49 anni","17","già in unione civile (per scioglimento unione)","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y50","50 anni","15","unito/a civilmente ","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y50","50 anni","16","già in unione civile (per decesso del partner) ","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y50","50 anni","17","già in unione civile (per scioglimento unione)","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y51","51 anni","15","unito/a civilmente ","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y51","51 anni","16","già in unione civile (per decesso del partner) ","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y51","51 anni","17","già in unione civile (per scioglimento unione)","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y52","52 anni","15","unito/a civilmente ","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y52","52 anni","16","già in unione civile (per decesso del partner) ","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y52","52 anni","17","già in unione civile (per scioglimento unione)","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y53","53 anni","15","unito/a civilmente ","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y53","53 anni","16","già in unione civile (per decesso del partner) ","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y53","53 anni","17","già in unione civile (per scioglimento unione)","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y54","54 anni","15","unito/a civilmente ","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y54","54 anni","16","già in unione civile (per decesso del partner) ","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y54","54 anni","17","già in unione civile (per scioglimento unione)","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y55","55 anni","15","unito/a civilmente ","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y55","55 anni","16","già in unione civile (per decesso del partner) ","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y55","55 anni","17","già in unione civile (per scioglimento unione)","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y56","56 anni","15","unito/a civilmente ","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y56","56 anni","16","già in unione civile (per decesso del partner) ","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y56","56 anni","17","già in unione civile (per scioglimento unione)","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y57","57 anni","15","unito/a civilmente ","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y57","57 anni","16","già in unione civile (per decesso del partner) ","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y57","57 anni","17","già in unione civile (per scioglimento unione)","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y58","58 anni","15","unito/a civilmente ","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y58","58 anni","16","già in unione civile (per decesso del partner) ","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y58","58 anni","17","già in unione civile (per scioglimento unione)","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y59","59 anni","15","unito/a civilmente ","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y59","59 anni","16","già in unione civile (per decesso del partner) ","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y59","59 anni","17","già in unione civile (per scioglimento unione)","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y60","60 anni","15","unito/a civilmente ","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y60","60 anni","16","già in unione civile (per decesso del partner) ","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y60","60 anni","17","già in unione civile (per scioglimento unione)","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y61","61 anni","15","unito/a civilmente ","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y61","61 anni","16","già in unione civile (per decesso del partner) ","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y61","61 anni","17","già in unione civile (per scioglimento unione)","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y62","62 anni","15","unito/a civilmente ","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y62","62 anni","16","già in unione civile (per decesso del partner) ","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y62","62 anni","17","già in unione civile (per scioglimento unione)","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y63","63 anni","15","unito/a civilmente ","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y63","63 anni","16","già in unione civile (per decesso del partner) ","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y63","63 anni","17","già in unione civile (per scioglimento unione)","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y64","64 anni","15","unito/a civilmente ","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y64","64 anni","16","già in unione civile (per decesso del partner) ","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y64","64 anni","17","già in unione civile (per scioglimento unione)","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y65","65 anni","15","unito/a civilmente ","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y65","65 anni","16","già in unione civile (per decesso del partner) ","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y65","65 anni","17","già in unione civile (per scioglimento unione)","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y66","66 anni","15","unito/a civilmente ","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y66","66 anni","16","già in unione civile (per decesso del partner) ","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y66","66 anni","17","già in unione civile (per scioglimento unione)","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y67","67 anni","15","unito/a civilmente ","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y67","67 anni","16","già in unione civile (per decesso del partner) ","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y67","67 anni","17","già in unione civile (per scioglimento unione)","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y68","68 anni","15","unito/a civilmente ","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y68","68 anni","16","già in unione civile (per decesso del partner) ","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y68","68 anni","17","già in unione civile (per scioglimento unione)","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y69","69 anni","15","unito/a civilmente ","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y69","69 anni","16","già in unione civile (per decesso del partner) ","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y69","69 anni","17","già in unione civile (per scioglimento unione)","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y70","70 anni","15","unito/a civilmente ","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y70","70 anni","16","già in unione civile (per decesso del partner) ","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y70","70 anni","17","già in unione civile (per scioglimento unione)","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y71","71 anni","15","unito/a civilmente ","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y71","71 anni","16","già in unione civile (per decesso del partner) ","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y71","71 anni","17","già in unione civile (per scioglimento unione)","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y72","72 anni","15","unito/a civilmente ","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y72","72 anni","16","già in unione civile (per decesso del partner) ","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y72","72 anni","17","già in unione civile (per scioglimento unione)","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y73","73 anni","15","unito/a civilmente ","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y73","73 anni","16","già in unione civile (per decesso del partner) ","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y73","73 anni","17","già in unione civile (per scioglimento unione)","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y74","74 anni","15","unito/a civilmente ","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y74","74 anni","16","già in unione civile (per decesso del partner) ","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y74","74 anni","17","già in unione civile (per scioglimento unione)","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y75","75 anni","15","unito/a civilmente ","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y75","75 anni","16","già in unione civile (per decesso del partner) ","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y75","75 anni","17","già in unione civile (per scioglimento unione)","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y76","76 anni","15","unito/a civilmente ","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y76","76 anni","16","già in unione civile (per decesso del partner) ","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y76","76 anni","17","già in unione civile (per scioglimento unione)","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y77","77 anni","15","unito/a civilmente ","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y77","77 anni","16","già in unione civile (per decesso del partner) ","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y77","77 anni","17","già in unione civile (per scioglimento unione)","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y78","78 anni","15","unito/a civilmente ","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y78","78 anni","16","già in unione civile (per decesso del partner) ","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y78","78 anni","17","già in unione civile (per scioglimento unione)","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y79","79 anni","15","unito/a civilmente ","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y79","79 anni","16","già in unione civile (per decesso del partner) ","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y79","79 anni","17","già in unione civile (per scioglimento unione)","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y80","80 anni","15","unito/a civilmente ","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y80","80 anni","16","già in unione civile (per decesso del partner) ","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y80","80 anni","17","già in unione civile (per scioglimento unione)","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y81","81 anni","15","unito/a civilmente ","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y81","81 anni","16","già in unione civile (per decesso del partner) ","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y81","81 anni","17","già in unione civile (per scioglimento unione)","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y82","82 anni","15","unito/a civilmente ","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y82","82 anni","16","già in unione civile (per decesso del partner) ","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y82","82 anni","17","già in unione civile (per scioglimento unione)","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y83","83 anni","15","unito/a civilmente ","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y83","83 anni","16","già in unione civile (per decesso del partner) ","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y83","83 anni","17","già in unione civile (per scioglimento unione)","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y84","84 anni","15","unito/a civilmente ","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y84","84 anni","16","già in unione civile (per decesso del partner) ","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y84","84 anni","17","già in unione civile (per scioglimento unione)","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y85","85 anni","15","unito/a civilmente ","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y85","85 anni","16","già in unione civile (per decesso del partner) ","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y85","85 anni","17","già in unione civile (per scioglimento unione)","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y86","86 anni","15","unito/a civilmente ","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y86","86 anni","16","già in unione civile (per decesso del partner) ","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y86","86 anni","17","già in unione civile (per scioglimento unione)","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y87","87 anni","15","unito/a civilmente ","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y87","87 anni","16","già in unione civile (per decesso del partner) ","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y87","87 anni","17","già in unione civile (per scioglimento unione)","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y88","88 anni","15","unito/a civilmente ","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y88","88 anni","16","già in unione civile (per decesso del partner) ","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y88","88 anni","17","già in unione civile (per scioglimento unione)","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y89","89 anni","15","unito/a civilmente ","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y89","89 anni","16","già in unione civile (per decesso del partner) ","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y89","89 anni","17","già in unione civile (per scioglimento unione)","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y90","90 anni","15","unito/a civilmente ","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y90","90 anni","16","già in unione civile (per decesso del partner) ","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y90","90 anni","17","già in unione civile (per scioglimento unione)","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y91","91 anni","15","unito/a civilmente ","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y91","91 anni","16","già in unione civile (per decesso del partner) ","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y91","91 anni","17","già in unione civile (per scioglimento unione)","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y92","92 anni","15","unito/a civilmente ","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y92","92 anni","16","già in unione civile (per decesso del partner) ","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y92","92 anni","17","già in unione civile (per scioglimento unione)","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y93","93 anni","15","unito/a civilmente ","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y93","93 anni","16","già in unione civile (per decesso del partner) ","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y93","93 anni","17","già in unione civile (per scioglimento unione)","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y94","94 anni","15","unito/a civilmente ","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y94","94 anni","16","già in unione civile (per decesso del partner) ","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y94","94 anni","17","già in unione civile (per scioglimento unione)","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y95","95 anni","15","unito/a civilmente ","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y95","95 anni","16","già in unione civile (per decesso del partner) ","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y95","95 anni","17","già in unione civile (per scioglimento unione)","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y96","96 anni","15","unito/a civilmente ","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y96","96 anni","16","già in unione civile (per decesso del partner) ","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y96","96 anni","17","già in unione civile (per scioglimento unione)","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y97","97 anni","15","unito/a civilmente ","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y97","97 anni","16","già in unione civile (per decesso del partner) ","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y97","97 anni","17","già in unione civile (per scioglimento unione)","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y98","98 anni","15","unito/a civilmente ","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y98","98 anni","16","già in unione civile (per decesso del partner) ","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y98","98 anni","17","già in unione civile (per scioglimento unione)","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y99","99 anni","15","unito/a civilmente ","2020","2020",0,,
